ID,N_VICTIMAS,FECHA,HORA,HH,TIPO_DE_CALLE,Calle,LUGAR_DEL_HECHO_NORMALIZADO,COMUNA,longitud,Latitud,VICTIMA,ACUSADO,SEXO,EDAD,ROL_VICTIMA
20210080,1,2021-10-28,16:16:00,16,AVENIDA,ARENALES,ARENALES & 9 DE JULIO AV.,1,-58.38277479,-34.5943016,MOTO,AUTO,MASCULINO,32,CONDUCTOR
20210081,1,2021-11-02,13:35:00,13,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AU FRONDIZI SUBIDA BRANDSEN,4,-58.37627355,-34.63800916,MOTO,CARGAS,MASCULINO,26,CONDUCTOR
20210082,1,2021-11-06,04:39:00,4,AUTOPISTA,AUTOPISTA 25 DE MAYO,AU 25 DE MAYO KM7 (ALTURA PASCO),3,-58.39591856,-34.62453459,MOTO,AUTO,MASCULINO,38,CONDUCTOR
20210083,1,2021-11-09,00:35:00,0,AVENIDA,CABILDO AV.,CABILDO AV. & OLAZABAL,13,-58.45829717,-34.56015762,MOTO,AUTO,MASCULINO,30,CONDUCTOR
20210084,1,2021-11-11,03:00:00,3,AVENIDA,TAPALQUE,TAPALQUE & BRUIX AV.,9,-58.49142611,-34.64584795,AUTO,OBJETO FIJO,MASCULINO,32,CONDUCTOR
20210085,1,2021-11-20,18:30:00,18,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. & EZEIZA",12,-58.51271409,-34.57786555,MOTO,OBJETO FIJO,MASCULINO,49,CONDUCTOR
20210086,1,2021-11-25,10:10:00,10,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. & PUAN,6,-58.44864864,-34.62352826,PEATON,PASAJEROS,MASCULINO,75,PEATON
20210087,1,2021-11-27,11:22:00,11,CALLE,ESMERALDA,ESMERALDA 1359,1,-58.37795815,-34.59167894,PEATON,BICICLETA,FEMENINO,73,PEATON
20210088,1,2021-12-01,15:40:00,15,CALLE,MONROE,AV. MOROE & 3 DE FEBRERO,13,-58.45531707,-34.55555257,MOTO,AUTO,MASCULINO,45,CONDUCTOR
20210089,1,2021-12-02,01:10:00,1,AVENIDA,GAONA AV.,AV. GAONA 3655,11,-58.47633683,-34.62140594,MOTO,AUTO,MASCULINO,41,CONDUCTOR
20210090,1,2021-12-10,11:45:00,11,AVENIDA,9 DE JULIO AV.,AV. 9 DE JULIO & LAVALLE,1,-58.38188582,-34.60256036,PEATON,PASAJEROS,MASCULINO,73,PEATON
20210091,1,2021-12-11,23:00:00,23,CALLE,BAIGORRIA,BAIGORRIA & VICTOR HUGO,10,-58.51989389,-34.62284918,MOTO,AUTO,MASCULINO,24,CONDUCTOR
20210092,1,2021-12-12,06:20:00,6,AVENIDA,RIVADAVIA AV.,AV. RIVADAVIA & AV. PUEYRREDON,3,-58.4059686,-34.61011987,PEATON,AUTO,FEMENINO,50,PEATON
20210093,1,2021-12-13,17:10:00,17,AVENIDA,RIESTRA AV.,AV. RIESTRA & MOM,7,-58.43353773,-34.64561636,MOTO,AUTO,FEMENINO,18,PASAJERO
20210094,1,2021-12-20,01:10:00,1,AUTOPISTA,"DELLEPIANE, LUIS, TTE. GRAL.",AU DELLEPIANE & LACARRA,9,-58.46739825,-34.65117757,MOTO,AUTO,FEMENINO,43,PASAJERO
20210095,1,2021-12-30,00:43:00,0,AVENIDA,GAONA AV.,AV. GAONA & TERRADA,11,-58.47293407,-34.61984745,MOTO,CARGAS,MASCULINO,27,CONDUCTOR
20210096,1,2021-12-15,10:30:00,10,AVENIDA,"PERON, EVA AV.",AV. EVA PERON 4071,9,-58.47066794,-34.65021673,AUTO,CARGAS,MASCULINO,60,CONDUCTOR
20210097,1,2021-11-18,06:10:00,6,CALLE,PADRE CARLOS MUJICA,PADRE CARLOS MUJICA 709,1,-58.37976155,-34.58679619,BICICLETA,AUTO,MASCULINO,53,CICLISTA
