id,n_victimas,fecha,hora,franja_hora,comuna,tipo_calle,direc_normalizada,longitud,latitud,victima,acusado,gravedad
20190000179,1,2019-01-01,09:00:00,9,14,AVENIDA,"obligado rafael, av.costanera 3300, barrio: palermo  , jurisin datosicción comisaria:  vecinal 14c",-58.408911,-34.559658,CICLISTA,desconocido,Sin Gravedad
20190000053,1,2019-01-01,01:55:00,1,8,AVENIDA,"autopista presidente héctor j. cámpora y roca, cnel. av. 0, barrio: villa soldati  , jurisin datosicción comisaria:  vecinal 8b",-58.44351,-34.669125,AUTO,desconocido,Sin Gravedad
20190000063,1,2019-01-01,02:00:00,2,8,CALLE,"barros pazos, jose y larraya 0, barrio: villa lugano  , jurisin datosicción comisaria:  vecinal 8a",-58.468335,-34.677556,desconocido,desconocido,Sin Gravedad
20190000079,1,2019-01-01,02:30:00,2,7,AVENIDA,"torres y tenorio, pres. y riestra av. 0, barrio: parque chacabuco interior pasaje roldan, altura edificio 25 barrio rivadavia 1 , jurisin datosicción comisaria:  vecinal 7b",-58.437425,-34.647349,PEATON,desconocido,Sin Gravedad
20190000082,4,2019-01-01,04:30:00,4,3,AVENIDA,"corrientes av. y uriburu jose e., pres. 0, barrio: balvanera  , jurisin datosicción comisaria:  vecinal 3a",-58.398225,-34.604579,AUTO,desconocido,Sin Gravedad
20190000136,2,2019-01-01,08:05:00,8,15,AVENIDA,"cordoba av. y humboldt 0, barrio: chacarita  , jurisin datosicción comisaria:  vecinal 15a",-58.439392,-34.588108,MOTO,desconocido,Sin Gravedad
20190000142,1,2019-01-01,07:30:00,7,11,AVENIDA,"san martin av. y paz, gral. av. 0, barrio: villa devoto  , jurisin datosicción comisaria:  vecinal 11b",-58.519116,-34.589282,MOTO,desconocido,Sin Gravedad
20190000194,1,2019-01-01,07:15:00,7,9,AVENIDA,"paz, gral. av. y chavez, jorge 0, barrio: liniers  , jurisin datosicción comisaria:  vecinal 9b",-58.528413,-34.650156,AUTO,desconocido,Sin Gravedad
20190000202,1,2019-01-01,09:36:00,9,1,AVENIDA,"cordoba av. y alem, leandro n. av. 0, barrio: retiro  , jurisin datosicción comisaria:  vecinal 1a",-58.371488,-34.598416,MOTO,desconocido,Sin Gravedad
20190000329,1,2019-01-01,12:24:00,12,4,CALLE,"iguazu 946, barrio: nueva pompeya  , jurisin datosicción comisaria:  vecinal 4b",-58.404748,-34.648387,AUTO,desconocido,Sin Gravedad
20190000347,1,2019-01-01,12:02:00,12,7,AVENIDA,"riestra av. y rivera indarte av. 0, barrio: flores  , jurisin datosicción comisaria:  vecinal 7a",-58.442125,-34.649498,AUTO,desconocido,Sin Gravedad
20190000445,3,2019-01-01,13:40:00,13,11,AVENIDA,"paz, gral. av. y gutierrez, ricardo 0, barrio: villa devoto  , jurisin datosicción comisaria:  vecinal 11b",-58.524662,-34.603255,AUTO,desconocido,Sin Gravedad
20190000493,1,2019-01-01,13:00:00,13,4,CALLE,"vieytes 1570, barrio: barracas  , jurisin datosicción comisaria:  vecinal 4d",-58.376137,-34.651461,desconocido,desconocido,Sin Gravedad
20190000600,1,2019-01-01,19:46:00,19,1,AVENIDA,"ramos mejia, jose maria, dr. av. y gilardi, gilardo 0, barrio: retiro  , jurisin datosicción comisaria:  vecinal 1a",-58.374154,-34.591108,desconocido,desconocido,Sin Gravedad
20190000636,1,2019-01-01,18:30:00,18,9,AVENIDA,"leguizamon, martiniano y alberdi, juan bautista av. 0, barrio: mataderos  , jurisin datosicción comisaria:  vecinal 9a",-58.505709,-34.654463,AUTO,desconocido,Sin Gravedad
20190000647,1,2019-01-01,18:50:00,18,12,AVENIDA,"de los constituyentes av. y tartagal pje. 0, barrio: villa pueyrredon  , jurisin datosicción comisaria:  vecinal 12b",-58.490436,-34.583403,MOTO,desconocido,Sin Gravedad
20190000686,1,2019-01-01,21:46:00,21,9,CALLE,"bragado 7185, barrio: mataderos  , jurisin datosicción comisaria:  vecinal 9a",-58.512313,-34.661307,AUTO,desconocido,Sin Gravedad
20190005235,1,2019-01-01,03:00:00,3,2,CALLE,"uriburu jose e., pres. y paraguay 0, barrio: recoleta  , jurisin datosicción comisaria:  vecinal 2b",-58.399038,-34.598285,desconocido,desconocido,Sin Gravedad
20190002218,1,2019-01-02,15:27:00,15,1,CALLE,"san martin 299, barrio: san nicolas  , jurisin datosicción comisaria:  vecinal 1d",-58.373748,-34.604635,CICLISTA,desconocido,Sin Gravedad
20190000928,1,2019-01-02,07:01:00,7,5,CALLE,"au 25 de mayo altura la plata mano al centro , barrio: boedo  , jurisin datosicción comisaria:",-58.44242741,-34.61212326,MOTO,desconocido,Sin Gravedad
20190000963,5,2019-01-02,08:30:00,8,6,AVENIDA,"rivadavia av. y hortiguera 0, barrio: caballito  , jurisin datosicción comisaria:  vecinal 6b",-58.447266,-34.622984,TRANSPORTE PUBLICO,desconocido,Sin Gravedad
20190001754,1,2019-01-02,12:00:00,12,5,AVENIDA,"maza e independencia av., barrio: boedo  , jurisin datosicción comisaria:  vecinal 5b",-58.415098,-34.620858,CAMIONETA,desconocido,Sin Gravedad
20190001879,1,2019-01-02,13:22:00,13,1,AVENIDA,"alem, leandro n. av. y alvear, marcelo t. de 0, barrio: retiro  , jurisin datosicción comisaria:  vecinal 1a",-58.37226,-34.596132,desconocido,desconocido,Sin Gravedad
20190001948,1,2019-01-02,12:32:00,12,14,AVENIDA,"cabildo av. 1287, barrio: palermo  , jurisin datosicción comisaria:  vecinal 14b",-58.448666,-34.567927,PEATON,desconocido,Sin Gravedad
20190001987,1,2019-01-02,13:57:00,13,13,CALLE,"pedraza, manuela y amenabar 0, barrio: nuñez  , jurisin datosicción comisaria:  vecinal 13b",-58.468124,-34.552719,MOTO,desconocido,Sin Gravedad
20190001992,1,2019-01-02,14:09:00,14,1,AVENIDA,"alem, leandro n. av. y alvear, marcelo t. de 0, barrio: retiro  , jurisin datosicción comisaria:  vecinal 1a",-58.37226,-34.596132,MOTO,desconocido,Sin Gravedad
20190002083,1,2019-01-02,05:15:00,5,13,AVENIDA,"paz, gral. av. 1018, barrio: nuñez  , jurisin datosicción comisaria:  vecinal 13b",-58.474535,-34.53838,desconocido,desconocido,Sin Gravedad
20190002208,1,2019-01-02,15:18:00,15,4,AVENIDA,"colonia av. y uspallata 0, barrio: parque patricios  , jurisin datosicción comisaria:  vecinal 4a",-58.398009,-34.638178,desconocido,desconocido,Sin Gravedad
20190002740,1,2019-01-02,17:14:00,17,8,CALLE,"de la torre, lisandro 5475, barrio: villa riachuelo  , jurisin datosicción comisaria:  vecinal 8c",-58.464704,-34.690814,desconocido,desconocido,Sin Gravedad
20190003220,2,2019-01-02,19:50:00,19,3,AVENIDA,"riobamba y rivadavia av. 0, barrio: balvanera  , jurisin datosicción comisaria:  vecinal 3a",-58.39338,-34.609275,desconocido,desconocido,Sin Gravedad
20190003340,1,2019-01-02,23:29:00,23,1,AVENIDA,"alem, leandro n. av. y mitre, bartolome 0, barrio: san nicolas  , jurisin datosicción comisaria:  vecinal 1d",-58.370261,-34.606522,desconocido,desconocido,Sin Gravedad
20190005610,1,2019-01-02,07:15:00,7,1,AVENIDA,"ramos mejia, jose maria, dr. av. 1500, barrio: retiro  , jurisin datosicción comisaria:  vecinal 1a",-58.373281,-34.590127,AUTO,desconocido,Sin Gravedad
20190020183,1,2019-01-02,15:30:00,15,11,CALLE,"viale, luis 1802, barrio: villa gral. mitre  , jurisin datosicción comisaria:  vecinal 11a",-58.461782,-34.612442,desconocido,desconocido,Sin Gravedad
20190022496,1,2019-01-02,10:00:00,10,4,CALLE,"pi y margall 420, barrio: boca  , jurisin datosicción comisaria:",-58.44242741,-34.61212326,desconocido,desconocido,Sin Gravedad
20190003428,1,2019-01-03,02:05:00,2,1,AVENIDA,"alem, leandro n. av. y mitre, bartolome 0, barrio: san nicolas  , jurisin datosicción comisaria:  vecinal 1d",-58.370261,-34.606522,MOTO,desconocido,Sin Gravedad
20190003432,1,2019-01-03,02:08:00,2,4,AVENIDA,"regimiento de patricios av. y arzobispo espinosa 0, barrio: boca  , jurisin datosicción comisaria:  vecinal 4d",-58.370256,-34.633619,desconocido,desconocido,Sin Gravedad
20190003642,1,2019-01-03,08:47:00,8,4,AVENIDA,"iriarte, gral. av. y velez sarsfield av. 0, barrio: barracas  , jurisin datosicción comisaria:  vecinal 4d",-58.389014,-34.651172,desconocido,desconocido,Sin Gravedad
20190003787,1,2019-01-03,16:00:00,16,10,AVENIDA,"lope de vega av. y baigorria 0, barrio: villa devoto  , jurisin datosicción comisaria:  vecinal 10a",-58.516946,-34.620214,desconocido,desconocido,Sin Gravedad
20190003862,2,2019-01-03,09:10:00,9,14,AVENIDA,"scalabrini ortiz, raul av. y paraguay 0, barrio: palermo  , jurisin datosicción comisaria:  vecinal 14a",-58.420172,-34.587788,desconocido,desconocido,Sin Gravedad
20190003884,1,2019-01-03,09:50:00,9,1,AVENIDA,"peru y garay, juan de av. 0, barrio: san telmo  , jurisin datosicción comisaria:  vecinal 1e",-58.374037,-34.624434,desconocido,desconocido,Sin Gravedad
20190004144,1,2019-01-03,11:51:00,11,13,AVENIDA,"freire, ramon, cap. gral. y elcano av. 0, barrio: colegiales  , jurisin datosicción comisaria:  vecinal 13c",-58.458802,-34.572009,desconocido,desconocido,Sin Gravedad
20190004229,1,2019-01-03,12:14:00,12,2,AVENIDA,"laprida y cordoba av. 0, barrio: balvanera  , jurisin datosicción comisaria:  vecinal 2b",-58.409433,-34.598087,desconocido,desconocido,Sin Gravedad
20190004442,2,2019-01-03,11:00:00,11,12,AVENIDA,"balbin, ricardo, dr. av. y congreso av. 0, barrio: coghlan  , jurisin datosicción comisaria:  vecinal 12c",-58.471429,-34.560095,desconocido,desconocido,Sin Gravedad
20190004565,1,2019-01-03,13:44:00,13,10,CALLE,"moliere 400, barrio: villa luro  , jurisin datosicción comisaria:  vecinal 10b",-58.502861,-34.634383,desconocido,desconocido,Sin Gravedad
20190004621,1,2019-01-03,13:20:00,13,3,AVENIDA,"republica bolivariana de venezuela y saavedra 0, barrio: balvanera  , jurisin datosicción comisaria:  vecinal 3b",-58.402885,-34.61544,MOTO,desconocido,Sin Gravedad
20190004622,1,2019-01-03,14:02:00,14,12,AVENIDA,"paz, gral. av. y donado 0, barrio: saavedra  , jurisin datosicción comisaria:  vecinal 12a",-58.49491,-34.547957,AUTO,desconocido,Sin Gravedad
20190004652,1,2019-01-03,14:18:00,14,15,AVENIDA,"san martin av. 1907, barrio: villa crespo  , jurisin datosicción comisaria:  vecinal 15b",-58.455131,-34.605272,desconocido,desconocido,Sin Gravedad
20190004717,1,2019-01-03,12:38:00,12,12,AVENIDA,"washington y balbin, ricardo, dr. av. 0, barrio: saavedra via publica , jurisin datosicción comisaria:  vecinal 12a",-58.480138,-34.556424,desconocido,desconocido,Sin Gravedad
20190004718,1,2019-01-03,12:40:00,12,4,AVENIDA,"alcorta, amancio av. y monteagudo 0, barrio: nueva pompeya  , jurisin datosicción comisaria:  vecinal 4b",-58.403486,-34.648017,desconocido,desconocido,Sin Gravedad
20190005334,1,2019-01-03,16:30:00,16,9,AVENIDA,"alberdi, juan bautista av. 7268, barrio: mataderos  , jurisin datosicción comisaria:  vecinal 9a",-58.514805,-34.66058,desconocido,desconocido,Sin Gravedad
20190005614,1,2019-01-03,11:00:00,11,3,CALLE,"anchorena, tomas manuel de, dr. 359, barrio: balvanera  , jurisin datosicción comisaria:  vecinal 3a",-58.411121,-34.606091,desconocido,desconocido,Sin Gravedad
20190005622,1,2019-01-03,18:00:00,18,9,AVENIDA,"alberdi, juan bautista av. y fonrouge 0, barrio: mataderos  , jurisin datosicción comisaria:  vecinal 9a",-58.5013,-34.650495,desconocido,desconocido,Sin Gravedad
20190005638,2,2019-01-03,19:00:00,19,5,CALLE,"castro 2131, barrio: boedo  , jurisin datosicción comisaria:  vecinal 5b",-58.419078,-34.637644,desconocido,desconocido,Sin Gravedad
20190005647,1,2019-01-03,19:34:00,19,1,AVENIDA,"alvear, marcelo t. de y 9 de julio av. 0, barrio: retiro  , jurisin datosicción comisaria:  vecinal 1a",-58.38184,-34.596726,desconocido,desconocido,Sin Gravedad
20190005681,1,2019-01-03,18:20:00,18,12,AVENIDA,"san isidro labrador av. y ramallo 0, barrio: saavedra  , jurisin datosicción comisaria:  vecinal 12a",-58.473539,-34.543295,MOTO,desconocido,Sin Gravedad
20190005764,1,2019-01-03,20:28:00,20,15,CALLE,"terrada 3802, barrio: agronomia  , jurisin datosicción comisaria:  vecinal 15c",-58.495341,-34.591985,PEATON,desconocido,Sin Gravedad
20190005815,1,2019-01-03,20:00:00,20,10,AVENIDA,"alberdi, juan bautista av. y olivera av. 0, barrio: parque avellaneda  , jurisin datosicción comisaria:  vecinal 10c",-58.486064,-34.640477,MOTO,desconocido,Sin Gravedad
20190005979,1,2019-01-03,21:50:00,21,7,CALLE,"neuquen y alvarez, donato, tte. gral. 0, barrio: caballito  , jurisin datosicción comisaria:  vecinal 7c",-58.4585,-34.615899,MOTO,desconocido,Sin Gravedad
20190007021,1,2019-01-04,10:20:00,10,13,CALLE,"la pampa 1827, barrio: belgrano  , jurisin datosicción comisaria:  vecinal 13a",-58.44917,-34.56181,CICLISTA,desconocido,Sin Gravedad
20190007536,1,2019-01-04,13:40:00,13,12,AVENIDA,"larralde, crisologo av. y achega 0, barrio: saavedra  , jurisin datosicción comisaria:  vecinal 12a",-58.505206,-34.567724,CICLISTA,desconocido,Sin Gravedad
20190006068,2,2019-01-04,02:49:00,2,3,CALLE,"pasco y chile 0, barrio: balvanera  , jurisin datosicción comisaria:  vecinal 3b",-58.39763,-34.617325,MOTO,desconocido,Sin Gravedad
20190006306,1,2019-01-04,08:00:00,8,3,AVENIDA,"urquiza, gral. e independencia av., barrio: san cristobal  , jurisin datosicción comisaria:  vecinal 3b",-58.409257,-34.620021,MOTO,desconocido,Sin Gravedad
20190006547,1,2019-01-04,02:00:00,2,9,AVENIDA,"peron, eva av. 7423, barrio: mataderos  , jurisin datosicción comisaria:  vecinal 9a",-58.500852,-34.673463,PEATON,desconocido,Sin Gravedad
20190006638,2,2019-01-04,09:45:00,9,10,CALLE,"yerbal y calderon de la barca, pedro 0, barrio: villa luro  , jurisin datosicción comisaria:  vecinal 10c",-58.496239,-34.636075,MOTO,desconocido,Sin Gravedad
20190006659,1,2019-01-04,09:20:00,9,12,CALLE,"campana y bazurco 0, barrio: villa pueyrredon  , jurisin datosicción comisaria:  vecinal 12b",-58.512465,-34.584012,AUTO,desconocido,Sin Gravedad
20190006789,1,2019-01-04,11:31:00,11,13,CALLE,"ramsay 2250, barrio: belgrano  , jurisin datosicción comisaria:  vecinal 13a",-58.440762,-34.551161,desconocido,desconocido,Sin Gravedad
20190006837,1,2019-01-04,10:15:00,10,1,CALLE,"defensa 993, barrio: san telmo  , jurisin datosicción comisaria:  vecinal 1e",-58.371576,-34.619382,PEATON,desconocido,Sin Gravedad
20190006857,1,2019-01-04,09:30:00,9,12,AVENIDA,"albarellos av. 2367, barrio: villa pueyrredon  , jurisin datosicción comisaria:  vecinal 12b",-58.50378,-34.573907,PEATON,desconocido,Sin Gravedad
20190007002,1,2019-01-04,11:45:00,11,9,AVENIDA,"oliden y directorio av. 0, barrio: mataderos  , jurisin datosicción comisaria:  vecinal 9a",-58.498813,-34.657353,desconocido,desconocido,Sin Gravedad
20190007187,1,2019-01-04,12:19:00,12,11,CALLE,"gonzalez, elpidio y cuenca 0, barrio: villa santa rita  , jurisin datosicción comisaria:  vecinal 11a",-58.486836,-34.611405,MOTO,desconocido,Sin Gravedad
20190007294,1,2019-01-04,12:30:00,12,15,CALLE,"giribone y plaza 0, barrio:   , jurisin datosicción comisaria:",-58.467221,-34.579471,MOTO,desconocido,Sin Gravedad
20190007336,1,2019-01-04,14:34:00,14,9,AVENIDA,"lacarra av. y peron, eva av. 0, barrio: parque avellaneda  , jurisin datosicción comisaria:  vecinal 9c",-58.469778,-34.649672,AUTO,desconocido,Sin Gravedad
20190007634,1,2019-01-04,14:50:00,14,0,CALLE,sin datos,-58.44242741,-34.61212326,MOTO,desconocido,Sin Gravedad
20190007660,1,2019-01-04,15:20:00,15,6,CALLE,"guayaquil y viel 0, barrio: caballito  , jurisin datosicción comisaria:  vecinal 6b",-58.432988,-34.620044,MOTO,desconocido,Sin Gravedad
20190007701,1,2019-01-04,16:44:00,16,4,AVENIDA,"montes de oca, manuel y olavarria 0, barrio: barracas  , jurisin datosicción comisaria:  vecinal 4d",-58.3743,-34.640305,MOTO,desconocido,Sin Gravedad
20190007778,1,2019-01-04,17:11:00,17,9,CALLE,"larrazabal y tonelero 0, barrio: liniers  , jurisin datosicción comisaria:  vecinal 9b",-58.514654,-34.64153,PEATON,desconocido,Sin Gravedad
20190008077,1,2019-01-04,16:00:00,16,15,AVENIDA,"chorroarin av. 300, barrio: agronomia  , jurisin datosicción comisaria:  vecinal 15c",-58.477241,-34.595179,MOTO,desconocido,Sin Gravedad
20190008227,1,2019-01-04,19:21:00,19,5,CALLE,"cochabamba y liniers virrey 0, barrio: boedo  , jurisin datosicción comisaria:  vecinal 5b",-58.413443,-34.626664,AUTO,desconocido,Sin Gravedad
20190008238,2,2019-01-04,19:33:00,19,15,AVENIDA,"de los constituyentes av. 3185, barrio: parque chas  , jurisin datosicción comisaria:  vecinal 15c",-58.479158,-34.590782,desconocido,desconocido,Sin Gravedad
20190008283,2,2019-01-04,17:53:00,17,0,CALLE,"aut. dellepiane altura cruce con la calle timoteo gordillo , barrio: no especificada  , jurisin datosicción comisaria:",-58.44242741,-34.61212326,AUTO,desconocido,Sin Gravedad
20190008314,1,2019-01-04,05:35:00,5,15,AVENIDA,"corrientes av. y olleros 0, barrio: chacarita  , jurisin datosicción comisaria:  vecinal 15a",-58.453898,-34.58744,PEATON,desconocido,Sin Gravedad
20190008367,1,2019-01-04,20:00:00,20,6,AVENIDA,"diaz velez av. 5152, barrio: caballito  , jurisin datosicción comisaria:  vecinal 6a",-58.439337,-34.608879,MOTO,desconocido,Sin Gravedad
20190008388,3,2019-01-04,20:47:00,20,15,AVENIDA,"lacroze, federico av. 4100, barrio: chacarita  , jurisin datosicción comisaria:  vecinal 15a",-58.454242,-34.585794,desconocido,desconocido,Sin Gravedad
20190008467,1,2019-01-04,22:01:00,22,10,AVENIDA,"paz, gral. av. y nazarre 0, barrio: villa real  , jurisin datosicción comisaria:  vecinal 10b",-58.529911,-34.625715,MOTO,desconocido,Sin Gravedad
20190008493,1,2019-01-04,18:15:00,18,15,AVENIDA,"cordoba av. y dorrego av. 0, barrio: palermo  , jurisin datosicción comisaria:  vecinal 15a",-58.444788,-34.584513,PEATON,desconocido,Sin Gravedad
20190008496,1,2019-01-04,22:27:00,22,13,AVENIDA,"alvarez thomas av. 625, barrio: colegiales  , jurisin datosicción comisaria:  vecinal 13c",-58.451299,-34.58028,PEATON,desconocido,Sin Gravedad
20190008565,1,2019-01-04,23:47:00,23,4,CALLE,"gomez, juan carlos y finochietto enrique dr. 0, barrio: parque patricios  , jurisin datosicción comisaria:  vecinal 4a",-58.391554,-34.635687,AUTO,desconocido,Sin Gravedad
20190008566,1,2019-01-04,21:00:00,21,10,CALLE,"baigorria y cervantes 0, barrio: monte castro  , jurisin datosicción comisaria:  vecinal 10a",-58.514329,-34.617879,PEATON,desconocido,Sin Gravedad
20190011897,1,2019-01-04,15:00:00,15,3,AVENIDA,"san juan av. y jujuy av. 0, barrio: san cristobal  , jurisin datosicción comisaria:  vecinal 3b",-58.402176,-34.623778,TRANSPORTE PUBLICO,desconocido,Sin Gravedad
20190017883,1,2019-01-04,16:00:00,16,14,AVENIDA,"cordoba av. y acuña de figueroa, francisco 0, barrio: almagro  , jurisin datosicción comisaria:  vecinal 14a",-58.421782,-34.597734,MOTO,desconocido,Sin Gravedad
20190020135,1,2019-01-04,22:10:00,22,8,AVENIDA,"cosquin y fernandez de la cruz, f., gral. av. 0, barrio: villa riachuelo  , jurisin datosicción comisaria:  vecinal 8c",-58.474577,-34.68688,desconocido,desconocido,Sin Gravedad
20190020930,1,2019-01-04,21:30:00,21,12,AVENIDA,"superi y congreso av. 0, barrio: coghlan  , jurisin datosicción comisaria:  vecinal 12c",-58.4727,-34.560778,desconocido,desconocido,Sin Gravedad
20190267364,1,2019-01-04,14:28:00,14,3,AVENIDA,"mexico y jujuy av. 0, barrio: balvanera  , jurisin datosicción comisaria:  vecinal 3b",-58.404144,-34.617043,desconocido,desconocido,Sin Gravedad
20190008974,1,2019-01-05,09:30:00,9,0,CALLE,sin datos,-58.44242741,-34.61212326,CICLISTA,desconocido,Sin Gravedad
20190009312,1,2019-01-05,13:40:00,13,10,CALLE,"yerbal y virgilio 0, barrio: villa luro  , jurisin datosicción comisaria:  vecinal 10c",-58.5011,-34.636705,CICLISTA,desconocido,Sin Gravedad
20190052387,1,2019-01-05,23:30:00,23,3,CALLE,"la rioja y chile 0, barrio: balvanera  , jurisin datosicción comisaria:  vecinal 3b",-58.407935,-34.618887,CICLISTA,desconocido,Sin Gravedad
20190008603,1,2019-01-05,00:22:00,0,5,AVENIDA,"rivadavia av. 3578, barrio: almagro  , jurisin datosicción comisaria:  vecinal 5a",-58.416892,-34.610987,desconocido,desconocido,Sin Gravedad
20190008860,3,2019-01-05,06:28:00,6,4,AVENIDA,"alcorta, amancio av. y ochoa, enrique 0, barrio: nueva pompeya  , jurisin datosicción comisaria:  vecinal 4b",-58.412835,-34.655086,TRANSPORTE PUBLICO,desconocido,Sin Gravedad
20190008916,1,2019-01-05,09:34:00,9,3,AUTOPISTA,"autopista 25 de mayo y catamarca 0, barrio: san cristobal  , jurisin datosicción comisaria:  vecinal 3b",-58.403052,-34.625845,AUTO,desconocido,Sin Gravedad
20190008924,1,2019-01-05,08:20:00,8,3,CALLE,"estados unidos 1887, barrio: san cristobal  , jurisin datosicción comisaria:  vecinal 3b",-58.392912,-34.619174,PEATON,desconocido,Sin Gravedad
20190009068,1,2019-01-05,11:00:00,11,10,AVENIDA,"paz, gral. av. y nogoya 0, barrio: versalles  , jurisin datosicción comisaria:  vecinal 10b",-58.529805,-34.627034,desconocido,desconocido,Sin Gravedad
20190009123,1,2019-01-05,11:53:00,11,10,CALLE,"garcia, juan agustin 4786, barrio: velez sarsfield  , jurisin datosicción comisaria:  vecinal 10a",-58.501286,-34.622979,MOTO,desconocido,Sin Gravedad
20190009194,1,2019-01-05,11:55:00,11,3,CALLE,"dean funes 1433, barrio: san cristobal  , jurisin datosicción comisaria:  vecinal 3b",-58.405445,-34.627374,PEATON,desconocido,Sin Gravedad
20190009305,1,2019-01-05,10:30:00,10,8,AVENIDA,"san pedrito y chilavert, martiniano, coronel 0, barrio: villa soldati  , jurisin datosicción comisaria:  vecinal 8b",-58.442861,-34.657568,desconocido,desconocido,Sin Gravedad
20190009325,1,2019-01-05,06:00:00,6,1,AVENIDA,"madero, eduardo av. y guemes, macacha 0, barrio: san nicolas  , jurisin datosicción comisaria:  vecinal 1e",-58.36793,-34.605172,MOTO,desconocido,Sin Gravedad
20190009392,1,2019-01-05,15:00:00,15,15,CALLE,"padilla y malabia 0, barrio: villa crespo  , jurisin datosicción comisaria:  vecinal 15b",-58.441826,-34.60066,PEATON,desconocido,Sin Gravedad
20190009580,1,2019-01-05,16:00:00,16,13,AVENIDA,"cabildo av. 3631, barrio: nuñez via metrobus , jurisin datosicción comisaria:  vecinal 13b",-58.467688,-34.549342,TRANSPORTE PUBLICO,desconocido,Sin Gravedad
20190009722,1,2019-01-05,19:21:00,19,8,CALLE,"de la torre, lisandro y barros pazos, jose 0, barrio: villa riachuelo  , jurisin datosicción comisaria:  vecinal 8a",-58.47462,-34.683043,MOTO,desconocido,Sin Gravedad
20190009807,2,2019-01-05,20:57:00,20,9,AVENIDA,"asturias av. 2800, barrio: parque avellaneda  , jurisin datosicción comisaria:  vecinal 9c",-58.465951,-34.658307,desconocido,desconocido,Sin Gravedad
20190010031,1,2019-01-05,23:40:00,23,15,AVENIDA,"gavilan y biarritz 0, barrio: villa del parque  , jurisin datosicción comisaria:  vecinal 15a",-58.474932,-34.604173,MOTO,desconocido,Sin Gravedad
20190010621,1,2019-01-05,21:30:00,21,10,AVENIDA,"flores, venancio, gral. y carrasco av. 0, barrio: velez sarsfield  , jurisin datosicción comisaria:  vecinal 10a",-58.488908,-34.634216,PEATON,desconocido,Sin Gravedad
20190012840,1,2019-01-05,22:00:00,22,11,CALLE,"helguera 2999, barrio: villa del parque  , jurisin datosicción comisaria:  vecinal 11b",-58.493016,-34.601758,desconocido,desconocido,Sin Gravedad
20190010050,1,2019-01-06,02:06:00,2,7,AVENIDA,"alberdi, juan bautista av. 3000, barrio: flores  , jurisin datosicción comisaria:  vecinal 7c",-58.469868,-34.633801,CICLISTA,desconocido,Sin Gravedad
20190010105,1,2019-01-06,03:01:00,3,1,CALLE,"comisaria:  vecinal 1a. calle y altura:  pellegrini, carlos 1175 piso:  dpto:  barrio: retiro",-58.381483,-34.594546,PEATON,desconocido,Sin Gravedad
20190010145,1,2019-01-06,03:20:00,3,11,AVENIDA,"chivilcoy av. y varela, jose pedro 0, barrio: villa devoto  , jurisin datosicción comisaria:  vecinal 11b",-58.50758,-34.604624,AUTO,desconocido,Sin Gravedad
20190010228,1,2019-01-06,07:00:00,7,2,CALLE,"aguero y beruti 0, barrio: recoleta  , jurisin datosicción comisaria:  vecinal 2a",-58.405356,-34.590326,MOTO,desconocido,Sin Gravedad
20190010301,1,2019-01-06,08:40:00,8,1,AVENIDA,"esmeralda y lavalle 0, barrio: san nicolas  , jurisin datosicción comisaria:  vecinal 1d",-58.378123,-34.602378,AUTO,desconocido,Sin Gravedad
20190010436,2,2019-01-06,12:30:00,12,1,AVENIDA,"irigoyen, bernardo de y san juan av. 0, barrio: constitucion  , jurisin datosicción comisaria:  vecinal 1c",-58.380012,-34.622135,MOTO,desconocido,Sin Gravedad
20190010649,1,2019-01-06,18:08:00,18,2,AVENIDA,"cordoba av. y gallo 0, barrio: recoleta  , jurisin datosicción comisaria:  vecinal 2b",-58.411924,-34.598002,MOTO,desconocido,Sin Gravedad
20190010661,1,2019-01-06,18:11:00,18,6,AVENIDA,"alberdi, juan bautista av. y chirimay 0, barrio: caballito  , jurisin datosicción comisaria:  vecinal 6b",-58.447447,-34.625172,MOTO,desconocido,Sin Gravedad
20190010730,1,2019-01-06,19:25:00,19,15,AVENIDA,"pueyrredon, honorio, dr. av. y figueroa, d. apolinario, coronel 0, barrio: villa crespo  , jurisin datosicción comisaria:  vecinal 15b",-58.447169,-34.605403,TRANSPORTE PUBLICO,desconocido,Sin Gravedad
20190010814,1,2019-01-06,20:53:00,20,14,CALLE,"mansilla, lucio norberto, general 4070, barrio: palermo  , jurisin datosicción comisaria:  vecinal 14a",-58.419283,-34.587575,MOTO,desconocido,Sin Gravedad
20190010884,2,2019-01-06,21:30:00,21,12,AVENIDA,"paz, gral. av. y goyeneche, roberto parque av. 0, barrio: saavedra  , jurisin datosicción comisaria:  vecinal 12a",-58.493326,-34.54837,MOTO,desconocido,Sin Gravedad
20190010983,2,2019-01-06,22:20:00,22,0,CALLE,sin datos,-58.44242741,-34.61212326,AUTO,desconocido,Sin Gravedad
20190013589,1,2019-01-07,20:56:00,20,7,AVENIDA,"avellaneda av. y nazca av. 0, barrio: flores  , jurisin datosicción comisaria:  vecinal 7c",-58.471575,-34.626368,CICLISTA,desconocido,Sin Gravedad
20190021745,1,2019-01-07,12:00:00,12,11,AVENIDA,"lope de vega av. y asuncion 0, barrio: villa real  , jurisin datosicción comisaria:  vecinal 11b",-58.528155,-34.611798,CICLISTA,desconocido,Sin Gravedad
